filename,state,condition,truth,prediction,plate_confidence,decision,segmentation_ok,plate_correct,char_total,char_correct
california_0024_clean.png,california,clean,ZFF4029,ZFF4O29,0.5422825813293457,MANUAL-ENTRY,True,False,7,6
texas_0000_clean.png,texas,clean,W1L8331,1L8331,0.7594106793403625,MANUAL-ENTRY,False,False,0,0
texas_0001_light_blur.png,texas,light_blur,P4C4070,P4C4O7O,0.5288625955581665,MANUAL-ENTRY,True,False,7,5
texas_0002_low_contrast.png,texas,low_contrast,S9M1002,S9M1O02,0.5033330917358398,MANUAL-ENTRY,True,False,7,6
texas_0003_rotated.png,texas,rotated,BLN9741,BLN9741,0.7100870609283447,MANUAL-ENTRY,True,True,7,7
texas_0004_clean.png,texas,clean,L1L8815,L1L8815,0.7217187285423279,MANUAL-ENTRY,True,True,7,7
texas_0005_light_blur.png,texas,light_blur,Q2J3477,Q2J3477,0.9446614384651184,HUMAN-REVIEW,True,True,7,7
texas_0006_low_contrast.png,texas,low_contrast,E8N6041,E8N6041,0.50014728307724,MANUAL-ENTRY,True,True,7,7
texas_0007_rotated.png,texas,rotated,S1S7111,S1S7111,0.7633008360862732,MANUAL-ENTRY,True,True,7,7
texas_0008_clean.png,texas,clean,LVX1602,LVX16O2,0.5033389329910278,MANUAL-ENTRY,True,False,7,6
texas_0009_light_blur.png,texas,light_blur,H6P7472,H6P7472,0.9148066639900208,HUMAN-REVIEW,True,True,7,7
texas_0010_low_contrast.png,texas,low_contrast,WWO2094,02O94,0.5006954669952393,MANUAL-ENTRY,False,False,0,0
texas_0011_rotated.png,texas,rotated,QLA9608,QLA96O8,0.5228350162506104,MANUAL-ENTRY,True,False,7,6
texas_0012_clean.png,texas,clean,HHI2457,HH12457,0.7730898261070251,MANUAL-ENTRY,True,False,7,6
texas_0013_light_blur.png,texas,light_blur,DYH5996,DYH5996,0.9431341886520386,HUMAN-REVIEW,True,True,7,7
texas_0014_low_contrast.png,texas,low_contrast,UPX1511,UPX1511,0.7347090244293213,MANUAL-ENTRY,True,True,7,7
texas_0015_rotated.png,texas,rotated,FRK2464,FR464,0.7972148060798645,MANUAL-ENTRY,False,False,0,0
texas_0016_clean.png,texas,clean,S7P5244,S7P5244,0.9347882866859436,HUMAN-REVIEW,True,True,7,7
texas_0017_light_blur.png,texas,light_blur,SIX5757,S1X5757,0.7758751511573792,MANUAL-ENTRY,True,False,7,6
texas_0018_low_contrast.png,texas,low_contrast,EDQ2315,EDQ2315,0.7546026110649109,MANUAL-ENTRY,True,True,7,7
texas_0019_rotated.png,texas,rotated,X5N2965,X5N2965,0.7206481695175171,MANUAL-ENTRY,True,True,7,7
texas_0020_clean.png,texas,clean,C1C4576,C1C4576,0.7666525840759277,MANUAL-ENTRY,True,True,7,7
texas_0021_light_blur.png,texas,light_blur,CID8842,C1D8842,0.7781291007995605,MANUAL-ENTRY,True,False,7,6
texas_0022_low_contrast.png,texas,low_contrast,Q7V6886,Q7V6886,0.7522960901260376,MANUAL-ENTRY,True,True,7,7
texas_0023_rotated.png,texas,rotated,H9Z2529,H922529,0.6498932838439941,MANUAL-ENTRY,True,False,7,6
texas_0024_clean.png,texas,clean,R5F8306,R5F83O6,0.5170841813087463,MANUAL-ENTRY,True,False,7,6
new_york_0000_clean.png,new_york,clean,NGT6384,NGT6384,0.7205221652984619,MANUAL-ENTRY,True,True,7,7
new_york_0001_light_blur.png,new_york,light_blur,KDC8S3,KDC8S3,0.9961699843406677,AUTO-ACCEPT,True,True,6,6
new_york_0002_low_contrast.png,new_york,low_contrast,KLV0542,KLVO542,0.5568691492080688,MANUAL-ENTRY,True,False,7,6
new_york_0003_rotated.png,new_york,rotated,QPK0S2,QPKOS2,0.5407626628875732,MANUAL-ENTRY,True,False,6,5
new_york_0004_clean.png,new_york,clean,GAR7612,GAR7612,0.5506083965301514,MANUAL-ENTRY,True,True,7,7
new_york_0005_light_blur.png,new_york,light_blur,PHM8Y2,PHM8Y2,0.9888012409210205,AUTO-ACCEPT,True,True,6,6
new_york_0006_low_contrast.png,new_york,low_contrast,VQS1179,VQS1179,0.5377503037452698,MANUAL-ENTRY,True,True,7,7
new_york_0007_rotated.png,new_york,rotated,VRH1M0,VRH1MO,0.5799688100814819,MANUAL-ENTRY,True,False,6,5
new_york_0008_clean.png,new_york,clean,UQE5A9,UQE5A9,0.8873705267906189,HUMAN-REVIEW,True,True,6,6
new_york_0009_light_blur.png,new_york,light_blur,RYR1949,RYR1949,0.6065509915351868,MANUAL-ENTRY,True,True,7,7
new_york_0010_low_contrast.png,new_york,low_contrast,IRR2A8,1RR2A8,0.8156060576438904,HUMAN-REVIEW,True,False,6,5
new_york_0011_rotated.png,new_york,rotated,WJB1M5,WJB1M5,0.6182417273521423,MANUAL-ENTRY,True,True,6,6
new_york_0012_clean.png,new_york,clean,PSW2P1,PS2P1,0.47398096323013306,MANUAL-ENTRY,False,False,0,0
new_york_0013_light_blur.png,new_york,light_blur,RVZ8241,RVZ8241,0.6166300177574158,MANUAL-ENTRY,True,True,7,7
new_york_0014_low_contrast.png,new_york,low_contrast,XAV9D3,V9D3,0.8833363652229309,HUMAN-REVIEW,False,False,0,0
new_york_0015_rotated.png,new_york,rotated,CFS9642,CFS9642,0.7130491733551025,MANUAL-ENTRY,True,True,7,7
new_york_0016_clean.png,new_york,clean,JUB7N6,JUB7N6,0.7112827301025391,MANUAL-ENTRY,True,True,6,6
new_york_0017_light_blur.png,new_york,light_blur,UBY5278,UBY5278,0.9890968799591064,AUTO-ACCEPT,True,True,7,7
new_york_0018_low_contrast.png,new_york,low_contrast,SGS5O8,SGS508,0.5130353569984436,MANUAL-ENTRY,True,False,6,5
new_york_0019_rotated.png,new_york,rotated,SVR8941,SVR8947,0.6224969029426575,MANUAL-ENTRY,True,False,7,6
new_york_0020_clean.png,new_york,clean,UUW7K4,UU7K4,0.9802477359771729,AUTO-ACCEPT,False,False,0,0
new_york_0021_light_blur.png,new_york,light_blur,FZC5481,FZC5481,0.6166300177574158,MANUAL-ENTRY,True,True,7,7
new_york_0022_low_contrast.png,new_york,low_contrast,SRU3R4,SRU3R4,0.9751465916633606,AUTO-ACCEPT,True,True,6,6
new_york_0023_rotated.png,new_york,rotated,TAK3347,TAK3347,0.9634201526641846,AUTO-ACCEPT,True,True,7,7
new_york_0024_clean.png,new_york,clean,TYV9X7,9X7,0.861566960811615,HUMAN-REVIEW,False,False,0,0
