filename,state,condition,truth,prediction,plate_confidence,decision,segmentation_ok,plate_correct,char_total,char_correct
california_0006_low_contrast.png,california,low_contrast,9HDR374,9HDR374,0.9669920802116394,AUTO-ACCEPT,True,True,7,7
california_0007_rotated.png,california,rotated,EXK1996,EXK1996,0.5207019448280334,MANUAL-ENTRY,True,True,7,7
california_0008_clean.png,california,clean,0INR750,01NR750,0.5357202291488647,MANUAL-ENTRY,True,False,7,6
california_0009_light_blur.png,california,light_blur,3GOH634,3G0H634,0.5355107188224792,MANUAL-ENTRY,True,False,7,6
california_0010_low_contrast.png,california,low_contrast,FFA9124,FFA9124,0.6769264340400696,MANUAL-ENTRY,True,True,7,7
california_0011_rotated.png,california,rotated,UWV0249,UO249,0.5102730393409729,MANUAL-ENTRY,False,False,0,0
california_0012_clean.png,california,clean,4WSP374,4SP374,0.9770725965499878,AUTO-ACCEPT,False,False,0,0
california_0013_light_blur.png,california,light_blur,PSE4082,PSE4O82,0.5601508021354675,MANUAL-ENTRY,True,False,7,6
california_0014_low_contrast.png,california,low_contrast,HUI3961,HU13961,0.721293568611145,MANUAL-ENTRY,True,False,7,6
california_0015_rotated.png,california,rotated,9NXI215,9NX1215,0.5713256597518921,MANUAL-ENTRY,True,False,7,6
california_0016_clean.png,california,clean,9UBX380,9UBX380,0.5505618453025818,MANUAL-ENTRY,True,True,7,7
california_0017_light_blur.png,california,light_blur,6YIV041,6Y1VO41,0.5601508021354675,MANUAL-ENTRY,True,False,7,5
california_0018_low_contrast.png,california,low_contrast,1CPB303,1CPB303,0.5374252796173096,MANUAL-ENTRY,True,True,7,7
california_0019_rotated.png,california,rotated,VKZ9234,VKZ9234,0.769447922706604,MANUAL-ENTRY,True,True,7,7
california_0020_clean.png,california,clean,CSC2841,CSC2841,0.686377763748169,MANUAL-ENTRY,True,True,7,7
california_0021_light_blur.png,california,light_blur,TRK1724,TRK1724,0.6739466786384583,MANUAL-ENTRY,True,True,7,7
california_0022_low_contrast.png,california,low_contrast,5ZCX315,5ZCX315,0.721293568611145,MANUAL-ENTRY,True,True,7,7
california_0023_rotated.png,california,rotated,QRX1161,Q1161,0.7113947868347168,MANUAL-ENTRY,False,False,0,0
california_0024_clean.png,california,clean,OCX3432,0CX3432,0.5212076902389526,MANUAL-ENTRY,True,False,7,6
texas_0000_clean.png,texas,clean,RIF4560,R1F4560,0.5183265805244446,MANUAL-ENTRY,True,False,7,6
texas_0001_light_blur.png,texas,light_blur,JZM0568,JZMO568,0.5624611377716064,MANUAL-ENTRY,True,False,7,6
texas_0002_low_contrast.png,texas,low_contrast,X5O4696,X504696,0.537446916103363,MANUAL-ENTRY,True,False,7,6
texas_0003_rotated.png,texas,rotated,F6F2822,F6F2822,0.8567488789558411,HUMAN-REVIEW,True,True,7,7
texas_0004_clean.png,texas,clean,N0U1444,N0U1444,0.5205808877944946,MANUAL-ENTRY,True,True,7,7
texas_0005_light_blur.png,texas,light_blur,FAU7151,FAU7151,0.6824027895927429,MANUAL-ENTRY,True,True,7,7
texas_0006_low_contrast.png,texas,low_contrast,VQY3350,VQY3350,0.5402264595031738,MANUAL-ENTRY,True,True,7,7
texas_0007_rotated.png,texas,rotated,K2B3447,K2B37,0.9884272217750549,AUTO-ACCEPT,False,False,0,0
texas_0008_clean.png,texas,clean,Z9H9933,Z9H9933,0.7602417469024658,MANUAL-ENTRY,True,True,7,7
texas_0009_light_blur.png,texas,light_blur,NXL1460,NXL146O,0.5643476247787476,MANUAL-ENTRY,True,False,7,6
texas_0010_low_contrast.png,texas,low_contrast,JTK6121,JTK6121,0.7047750353813171,MANUAL-ENTRY,True,True,7,7
texas_0011_rotated.png,texas,rotated,PNM5122,PNM5122,0.6163384318351746,MANUAL-ENTRY,True,True,7,7
texas_0012_clean.png,texas,clean,NYU2792,NYU2792,0.9576482772827148,AUTO-ACCEPT,True,True,7,7
texas_0013_light_blur.png,texas,light_blur,Q4J6634,Q6634,0.9057350158691406,HUMAN-REVIEW,False,False,0,0
texas_0014_low_contrast.png,texas,low_contrast,X0K7121,X0K7121,0.5183061957359314,MANUAL-ENTRY,True,True,7,7
texas_0015_rotated.png,texas,rotated,EAK8695,EAK8695,0.8744193911552429,HUMAN-REVIEW,True,True,7,7
texas_0016_clean.png,texas,clean,Y4I2182,Y412182,0.7233664989471436,MANUAL-ENTRY,True,False,7,6
texas_0017_light_blur.png,texas,light_blur,CJT1189,CJT1189,0.640128493309021,MANUAL-ENTRY,True,True,7,7
texas_0018_low_contrast.png,texas,low_contrast,AFP3008,AFP3008,0.5319838523864746,MANUAL-ENTRY,True,True,7,7
texas_0019_rotated.png,texas,rotated,VRN9484,VRN9484,0.8993577361106873,HUMAN-REVIEW,True,True,7,7
texas_0020_clean.png,texas,clean,Z5Z9428,Z5Z9428,0.7624829411506653,MANUAL-ENTRY,True,True,7,7
texas_0021_light_blur.png,texas,light_blur,J3M1995,J3M1995,0.6495847702026367,MANUAL-ENTRY,True,True,7,7
texas_0022_low_contrast.png,texas,low_contrast,DWG0096,DG0096,0.5408794283866882,MANUAL-ENTRY,False,False,0,0
texas_0023_rotated.png,texas,rotated,TNW4966,TNW4966,0.7658476829528809,MANUAL-ENTRY,True,True,7,7
texas_0024_clean.png,texas,clean,N7W7462,N77462,0.8516735434532166,HUMAN-REVIEW,False,False,0,0
new_york_0000_clean.png,new_york,clean,AQU9876,AQU9876,0.8510849475860596,HUMAN-REVIEW,True,True,7,7
new_york_0001_light_blur.png,new_york,light_blur,XLH7092,XLH7O92,0.5575019717216492,MANUAL-ENTRY,True,False,7,6
new_york_0002_low_contrast.png,new_york,low_contrast,CRM7740,CRM7740,0.5276005268096924,MANUAL-ENTRY,True,True,7,7
new_york_0003_rotated.png,new_york,rotated,TCN1746,TCN1746,0.721293568611145,MANUAL-ENTRY,True,True,7,7
new_york_0004_clean.png,new_york,clean,WQN5237,QN5237,0.9954935312271118,AUTO-ACCEPT,False,False,0,0
new_york_0005_light_blur.png,new_york,light_blur,DEX1E4,DEX1E4,0.6856616139411926,MANUAL-ENTRY,True,True,6,6
new_york_0006_low_contrast.png,new_york,low_contrast,RNZ1993,RNZ1993,0.721293568611145,MANUAL-ENTRY,True,True,7,7
new_york_0007_rotated.png,new_york,rotated,MFM5496,MFM5496,0.7742640972137451,MANUAL-ENTRY,True,True,7,7
new_york_0008_clean.png,new_york,clean,FRG8963,FRG8963,0.8591538667678833,HUMAN-REVIEW,True,True,7,7
new_york_0009_light_blur.png,new_york,light_blur,BHI4442,BH12,0.7803237438201904,MANUAL-ENTRY,False,False,0,0
new_york_0010_low_contrast.png,new_york,low_contrast,FRL7K9,FRL7K9,0.9705416560173035,AUTO-ACCEPT,True,True,6,6
new_york_0011_rotated.png,new_york,rotated,SFF8849,SFF8849,0.940449595451355,HUMAN-REVIEW,True,True,7,7
new_york_0012_clean.png,new_york,clean,ILW5985,1L5985,0.8145768046379089,HUMAN-REVIEW,False,False,0,0
new_york_0013_light_blur.png,new_york,light_blur,INN0012,1NNOO12,0.5503664016723633,MANUAL-ENTRY,True,False,7,4
new_york_0014_low_contrast.png,new_york,low_contrast,PEY7903,PEY7903,0.5279363393783569,MANUAL-ENTRY,True,True,7,7
new_york_0015_rotated.png,new_york,rotated,KGX8676,KGX8676,0.43048447370529175,MANUAL-ENTRY,True,True,7,7
new_york_0016_clean.png,new_york,clean,KJK0369,KJK0369,0.5379838943481445,MANUAL-ENTRY,True,True,7,7
new_york_0017_light_blur.png,new_york,light_blur,BXY1933,BXY1933,0.664126992225647,MANUAL-ENTRY,True,True,7,7
new_york_0018_low_contrast.png,new_york,low_contrast,QUQ6K3,QUQ6K3,0.8633772730827332,HUMAN-REVIEW,True,True,6,6
new_york_0019_rotated.png,new_york,rotated,SCE3753,SCE3753,0.9947564601898193,AUTO-ACCEPT,True,True,7,7
new_york_0020_clean.png,new_york,clean,GOB3424,G0B3424,0.5260615944862366,MANUAL-ENTRY,True,False,7,6
new_york_0021_light_blur.png,new_york,light_blur,IAT8S1,1AT8S1,0.6772588491439819,MANUAL-ENTRY,True,False,6,5
new_york_0022_low_contrast.png,new_york,low_contrast,IWK2M0,1K2M0,0.536158561706543,MANUAL-ENTRY,False,False,0,0
new_york_0023_rotated.png,new_york,rotated,JVB5166,JVB5166,0.7234730124473572,MANUAL-ENTRY,True,True,7,7
new_york_0024_clean.png,new_york,clean,LQT6F6,LQT6F6,0.8572607636451721,HUMAN-REVIEW,True,True,6,6
